"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0051446" "GO:0051446" "positive regulation of meiotic cell cycle" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "LFNG/WNT5A/NPR2/PLCB1" 4
"GO:0055093" "GO:0055093" "response to hyperoxia" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "POLB/MMP2/FOXO1/HDAC2" 4
"GO:0060713" "GO:0060713" "labyrinthine layer morphogenesis" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "CCN1/RSPO3/FZD5/ZFP36L1" 4
"GO:0070525" "GO:0070525" "tRNA threonylcarbamoyladenosine metabolic process" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "HSD17B10/TPRKB/RPUSD4/TP53RK" 4
"GO:0071318" "GO:0071318" "cellular response to ATP" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "TOP2B/P2RX3/P2RY1/P2RY2" 4
"GO:0072079" "GO:0072079" "nephron tubule formation" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "SOX9/SIX1/GREM1/IRX3" 4
"GO:0072673" "GO:0072673" "lamellipodium morphogenesis" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "CD44/WASF2/PDPN/CORO1B" 4
"GO:0080009" "GO:0080009" "mRNA methylation" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "CBLL1/METTL16/METTL14/METTL3" 4
"GO:1902004" "GO:1902004" "positive regulation of amyloid-beta formation" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "EPHA4/ROCK2/ABCG1/CSNK1E" 4
"GO:1904666" "GO:1904666" "regulation of ubiquitin protein ligase activity" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "FZR1/RPL5/RPL23/RPS7" 4
"GO:1904872" "GO:1904872" "regulation of telomerase RNA localization to Cajal body" "4/2329" "18/14382" 0.331310713195733 0.661923685331735 0.550848205051006 "CCT4/CCT7/CCT6A/RUVBL1" 4
"GO:0030098" "GO:0030098" "lymphocyte differentiation" "64/2329" "374/14382" 0.333644242000271 0.66635193875984 0.554533366205437 "CD74/ARID1B/KLF6/RORA/NFATC3/TOP2B/IL4R/SMARCD3/MSH2/MFNG/LGALS1/SOS2/SFRP1/LYL1/TGFB1/LFNG/VSIR/PPP3CB/ZMIZ1/TCIRG1/SLC39A7/SRF/BCL6/ID2/RPL22/LEPR/PIK3R3/EGR1/PTK2B/PREX1/PHF10/NOTCH2/LRRC8A/DUSP10/ITPKB/NFKBIZ/PIK3R1/ZFP36L2/CMTM7/SH3RF1/PLCL2/IL6R/FZD5/ZC3H12A/IL15/METTL3/STAT6/AXL/IRF2BP2/BMI1/INPP5D/LGALS9/JUNB/BCL2/PDP2/SP3/STAT5B/EGR3/ZFP36L1/IKZF1/FZD9/XRCC6/NRARP/DLL1" 64
"GO:0031122" "GO:0031122" "cytoplasmic microtubule organization" "11/2329" "58/14382" 0.333999304864029 0.666827093400931 0.554928786534044 "CLASP1/PCM1/CLIP2/DVL1/TUBGCP6/NUMA1/KATNB1/TPPP/PLK3/CAV3/TRDN" 11
"GO:0010828" "GO:0010828" "positive regulation of glucose transmembrane transport" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "OPN3/CLTCL1/SORBS1/NR4A3/AKT1/PIK3R1/IRS2" 7
"GO:0035136" "GO:0035136" "forelimb morphogenesis" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "TP63/ATRX/TBX5/TBX3/LNPK/CACNA1C/EN1" 7
"GO:0045191" "GO:0045191" "regulation of isotype switching" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "MSH2/IL27RA/TGFB1/BCL6/PMS2/PAXIP1/STAT6" 7
"GO:0046427" "GO:0046427" "positive regulation of receptor signaling pathway via JAK-STAT" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "CAMK2A/IL10RA/GHR/PTK2B/NOTCH1/IL6R/CALM1" 7
"GO:0046825" "GO:0046825" "regulation of protein export from nucleus" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "RBM22/YWHAE/PARK7/XPO4/CAMK1/BARD1/PTPN14" 7
"GO:0048713" "GO:0048713" "regulation of oligodendrocyte differentiation" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "TNFRSF1B/DUSP10/NOTCH1/SLC45A3/ID4/DAG1/HDAC2" 7
"GO:1902003" "GO:1902003" "regulation of amyloid-beta formation" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "EPHA4/RTN2/RTN3/ROCK2/BIN1/ABCG1/CSNK1E" 7
"GO:1903426" "GO:1903426" "regulation of reactive oxygen species biosynthetic process" "7/2329" "35/14382" 0.335089427996133 0.667131522963969 0.55518213066129 "CYBA/ARG2/PARK7/TRAP1/TLR4/SLC25A33/PPARA" 7
"GO:0051054" "GO:0051054" "positive regulation of DNA metabolic process" "49/2329" "284/14382" 0.336216483243105 0.669141336580333 0.556854683324981 "ARID1B/TOP2B/FGFR1/TIGAR/SMARCD3/ATRX/MSH2/PDGFB/RGCC/EYA1/PRKD2/TGFB1/PTGES3/EYA4/PDGFRB/INO80D/CCT4/SLF2/PTK2B/PMS2/HNRNPA2B1/MORF4L2/USP9X/E2F8/PHF10/NFATC1/SLX1A/CCT7/KLF4/AKT1/EGFR/CCT6A/HMBOX1/RPS3/NEK7/PAXIP1/CCDC117/GNL3/OTUD4/STAT6/GREM1/HDGFL2/PARM1/UBE2V2/RUVBL1/UBE2N/EP400/FAF1/SLX4" 49
"GO:0071887" "GO:0071887" "leukocyte apoptotic process" "19/2329" "105/14382" 0.336340801087229 0.669154784966273 0.556865874976556 "CD74/KITLG/ST6GAL1/ARG2/PRKD2/BCL6/WNT5A/CD274/SELENOS/AKT1/ITPKB/NFKBIZ/AXL/LGALS9/BCL2L1/BCL2/HCLS1/IRS2/PLEKHO2" 19
"GO:0008203" "GO:0008203" "cholesterol metabolic process" "20/2329" "111/14382" 0.337834919437601 0.671494420453547 0.558812903066346 "SREBF1/SCARB1/LIPE/FDFT1/APOB/CETP/CYB5R3/ACADL/DHCR24/LEPR/INSIG2/LDLR/OSBPL1A/NPC1/APP/ABCA5/ABCG1/PRKAA2/ABCA1/LCAT" 20
"GO:0006801" "GO:0006801" "superoxide metabolic process" "12/2329" "64/14382" 0.337870699258426 0.671494420453547 0.558812903066346 "CYBA/TGFB1/SH3PXD2A/NAGLU/SOD3/GNAI2/PREX1/EGFR/FANCC/NOS3/IMMP2L/NOXA1" 12
"GO:0030199" "GO:0030199" "collagen fibril organization" "12/2329" "64/14382" 0.337870699258426 0.671494420453547 0.558812903066346 "FOXC1/TLL2/COMP/AEBP1/LOXL2/ADAMTS14/SERPINH1/GREM1/TNXB/COL18A1/COL5A2/COL28A1" 12
"GO:0016125" "GO:0016125" "sterol metabolic process" "22/2329" "123/14382" 0.340299100799724 0.675848737526877 0.562436534909744 "SREBF1/SCARB1/LIPE/FDFT1/APOB/CETP/CYB5R3/PRKAG2/ACADL/DHCR24/LEPR/INSIG2/LDLR/OSBPL1A/NPC1/APP/ABCA5/ABCG1/PRKAA2/ABCA1/FAXDC2/LCAT" 22
"GO:0097696" "GO:0097696" "receptor signaling pathway via STAT" "22/2329" "123/14382" 0.340299100799724 0.675848737526877 0.562436534909744 "CAMK2A/CSF2RB/TGFB1/NAGLU/OSBP/IL10RA/SH2B3/GHR/PPP2CA/STAT1/PKD2/PTK2B/IFNAR1/NOTCH1/IL6R/IL15/STAT6/STAT5B/HCLS1/HDAC2/CALM1/CNOT7" 22
"GO:1902807" "GO:1902807" "negative regulation of cell cycle G1/S phase transition" "13/2329" "70/14382" 0.341103668990047 0.677210353641907 0.563569662201535 "SUSD2/CCND1/ACVR1/PKD2/KLF4/CTDSPL/RPL26/CDK2AP2/TRIAP1/BCL2/PLK3/CTDSP2/KANK2" 13
"GO:0021953" "GO:0021953" "central nervous system neuron differentiation" "24/2329" "135/14382" 0.342201975723555 0.678163744851609 0.564363067617014 "ARX/DMRT3/RORA/PALS1/LHX6/ZMIZ1/EPHA4/PROX1/NRP2/LBX1/BMPR1B/NR4A2/B4GALT5/ARHGAP35/TAL1/DISC1/ID4/NDNF/GATA2/HOXC10/SECISBP2/LDB1/PLXNA4/SHANK3" 24
"GO:0006739" "GO:0006739" "NADP metabolic process" "8/2329" "41/14382" 0.342298741911222 0.678163744851609 0.564363067617014 "H6PD/KCNAB2/TIGAR/TP53I3/RPTOR/ALDH1L1/DCXR/PGAM1" 8
"GO:0015872" "GO:0015872" "dopamine transport" "8/2329" "41/14382" 0.342298741911222 0.678163744851609 0.564363067617014 "SYT13/SYT1/PARK7/SYT11/SLC22A3/PINK1/SLC29A4/TGM2" 8
"GO:0033574" "GO:0033574" "response to testosterone" "8/2329" "41/14382" 0.342298741911222 0.678163744851609 0.564363067617014 "TBXA2R/RPS6KB1/CBL/ROCK2/THBS1/MSTN/MSN/AR" 8
"GO:0060119" "GO:0060119" "inner ear receptor cell development" "8/2329" "41/14382" 0.342298741911222 0.678163744851609 0.564363067617014 "SLC4A7/FGFR1/TRIOBP/NAGLU/TECTA/SDC4/SEC24B/PJVK" 8
"GO:1902991" "GO:1902991" "regulation of amyloid precursor protein catabolic process" "8/2329" "41/14382" 0.342298741911222 0.678163744851609 0.564363067617014 "FKBP1A/EPHA4/RTN2/RTN3/ROCK2/BIN1/ABCG1/CSNK1E" 8
"GO:0046488" "GO:0046488" "phosphatidylinositol metabolic process" "27/2329" "153/14382" 0.34426327384091 0.68152236653982 0.567158088809629 "SH3YL1/MTMR1/SYNJ2/PITPNM2/PITPNM3/PDGFB/PITPNM1/PDGFRB/PIK3R3/OCRL/HYCC1/PIGT/IMPA2/ITPKB/PIK3R1/PLCB3/PIP4K2A/SYNJ1/TTC7B/PIP4K2C/TMEM150A/INPP5D/PLCB1/INPP5J/PIP5K1C/PGAP1/PIP4K2B" 27
"GO:0031503" "GO:0031503" "protein-containing complex localization" "31/2329" "177/14382" 0.345943951742535 0.68152236653982 0.567158088809629 "LRRC7/RIOK2/PCM1/EPS15/LGI1/DBN1/FXR1/RPS15/SSX2IP/STAU1/ADAM10/SNAPIN/OGT/CEP112/SPAG17/LCA5L/WDR19/TAMALIN/ZDHHC3/MIOS/TUB/STX3/CLSTN1/DAG1/HRAS/EXOC3/SHISA6/RELN/ARC/PPP3R1/ITGB3" 31
"GO:0022409" "GO:0022409" "positive regulation of cell-cell adhesion" "49/2329" "285/14382" 0.345993785853437 0.68152236653982 0.567158088809629 "CX3CL1/CD74/CD44/KITLG/ARID1B/PTPRU/FSTL3/IL4R/SMARCD3/EFNB1/DHPS/LGALS1/SIRPB1/PIEZO1/CSK/VSIR/ZMIZ1/CD81/BCL6/WNT5A/IGFBP2/NR4A3/CD274/PODXL/PHF10/AFDN/ETS1/PPP3CA/AKT1/DUSP10/ITPKB/NFKBIZ/MEGF10/RPS3/THY1/F11R/TNFRSF13C/ICOSLG/PDPN/KIF26B/IL15/IGF2/BMI1/LGALS9/STAT5B/EGR3/HLA-E/HLA-A/HLA-DPA1" 49
"GO:0001783" "GO:0001783" "B cell apoptotic process" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "CD74/BCL6/NFKBIZ/BCL2/IRS2" 5
"GO:0001835" "GO:0001835" "blastocyst hatching" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "ST8SIA6/SLC25A34/SMIM14/SLC35E2B/ZBED6" 5
"GO:0001919" "GO:0001919" "regulation of receptor recycling" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "EPS15/KIF16B/BVES/LDLR/ARAP1" 5
"GO:0002726" "GO:0002726" "positive regulation of T cell cytokine production" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "CD81/IL1R1/FZD5/HLA-A/DENND1B" 5
"GO:0007042" "GO:0007042" "lysosomal lumen acidification" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "LAMP2/GRN/ATP6AP1/TCIRG1/SNAPIN" 5
"GO:0010996" "GO:0010996" "response to auditory stimulus" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "ATP1A2/KCNC1/USP53/HTT/SHANK3" 5
"GO:0031954" "GO:0031954" "positive regulation of protein autophosphorylation" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "PDGFB/VEGFA/RAP2A/GREM1/CALM1" 5
"GO:0034453" "GO:0034453" "microtubule anchoring" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "CLASP1/PCM1/BICD1/CLASP2/DAG1" 5
"GO:0035188" "GO:0035188" "hatching" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "ST8SIA6/SLC25A34/SMIM14/SLC35E2B/ZBED6" 5
"GO:0042278" "GO:0042278" "purine nucleoside metabolic process" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "ICMT/NT5C1A/GDA/MACROD1/MACROD2" 5
"GO:0045684" "GO:0045684" "positive regulation of epidermis development" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "FOXC1/MACROH2A1/NCOA3/NUMA1/NOTCH1" 5
"GO:0048730" "GO:0048730" "epidermis morphogenesis" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "TP63/NAGLU/KLF4/NOTCH1/BCL2" 5
"GO:0051156" "GO:0051156" "glucose 6-phosphate metabolic process" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "H6PD/TIGAR/RPTOR/HK2/PGAM1" 5
"GO:0051882" "GO:0051882" "mitochondrial depolarization" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "MYOC/BCL2/FZD9/RACK1/MLLT11" 5
"GO:0070723" "GO:0070723" "response to cholesterol" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "OSBPL7/GRAMD1B/TGFB1/ABCA1/DAG1" 5
"GO:0071684" "GO:0071684" "organism emergence from protective structure" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "ST8SIA6/SLC25A34/SMIM14/SLC35E2B/ZBED6" 5
"GO:1901223" "GO:1901223" "negative regulation of non-canonical NF-kappaB signal transduction" "5/2329" "24/14382" 0.34638865186221 0.68152236653982 0.567158088809629 "HDAC7/CCN3/UACA/ZC3H12A/LITAF" 5
"GO:0034612" "GO:0034612" "response to tumor necrosis factor" "37/2329" "213/14382" 0.346959494540122 0.682054119649424 0.567600609983062 "CX3CL1/TNFRSF1B/YBX3/HYAL2/RORA/IGBP1/NFKBIA/SFRP1/IKBKB/ASAH1/RPS6KB1/STAT1/TRIM32/PTK2B/KLF2/ACTN4/ASS1/NFATC1/TRAF3/THBS1/ADAM10/AKT1/AFF3/RPS3/CCDC3/ZFP36L2/RRAGA/TNFRSF13C/ZC3H12A/TUBA1A/GPD1/CD14/SPHK1/ZFP36L1/SLC22A5/TMSB4X/TNFRSF25" 37
"GO:0071216" "GO:0071216" "cellular response to biotic stimulus" "37/2329" "213/14382" 0.346959494540122 0.682054119649424 0.567600609983062 "CX3CL1/TBXA2R/PAF1/TNFRSF1B/SMC1A/SCARB1/TIGAR/ZMPSTE24/NFKBIA/SERPINE1/AHR/CSF3/WNT5A/CD274/LBP/ASS1/SELENOS/NOTCH2/CDK4/TLR4/AKT1/NFKBIZ/TRIM41/MTDH/NOTCH1/CDA/FZD5/PF4/ZC3H12A/NOS3/ABCA1/AXL/CD14/DDIT3/SLX4/LITAF/TXNIP" 37
"GO:0051259" "GO:0051259" "protein complex oligomerization" "39/2329" "225/14382" 0.347018399596755 0.682054119649424 0.567600609983062 "CD74/SYT1/HSD17B10/TP63/SLC9A1/EHD4/SLC1A5/COMP/DNM1/MPP2/UGDH/P2RX3/KCTD10/PRPH2/THG1L/ZNHIT6/PKD2/IKZF4/CLYBL/VASP/KCNC1/LRRC8A/ALDH9A1/APIP/ALDOA/HOMER1/KCTD15/ZC3H12A/HCN1/MAT2A/KCNS3/KCND3/LRRC8C/VWA1/KCNJ12/TMEM120A/RYR1/EVL/ARC" 39
"GO:0002066" "GO:0002066" "columnar/cuboidal epithelial cell development" "9/2329" "47/14382" 0.347865272608138 0.683246767317295 0.568593122929287 "TIGAR/RFX3/WNT5A/GDF11/AKT1/FZD5/RARG/GATA2/DLL1" 9
"GO:0006513" "GO:0006513" "protein monoubiquitination" "9/2329" "47/14382" 0.347865272608138 0.683246767317295 0.568593122929287 "CUL3/NEDD4L/STUB1/NEURL1/CBL/MARCHF7/TRIM41/RNF152/RNF220" 9
"GO:0009063" "GO:0009063" "amino acid catabolic process" "17/2329" "94/14382" 0.349790710850299 0.683661288240988 0.568938084307514 "AASS/HSD17B10/ARG2/BCKDHB/NOS1/PRODH/CRYM/BCKDK/ALDH6A1/GOT1/ENOSF1/QDPR/DDAH1/NOS3/GPT2/HIBCH/HOGA1" 17
"GO:1904659" "GO:1904659" "glucose transmembrane transport" "18/2329" "100/14382" 0.351236457352816 0.683661288240988 0.568938084307514 "OPN3/CLTCL1/SORBS1/SLC5A1/PRKAG2/RPS6KB1/NR4A3/RTN2/SELENOS/AKT1/PIK3R1/EDNRA/HK2/PEA15/SGCB/RAB4B/MFSD4B/IRS2" 18
"GO:0006000" "GO:0006000" "fructose metabolic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "PFKFB2/ALDOA/PFKFB1" 3
"GO:0006167" "GO:0006167" "AMP biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ATIC/ADSS1/ADSL" 3
"GO:0007028" "GO:0007028" "cytoplasm organization" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ZMIZ1/NAGLU/ETV6" 3
"GO:0009642" "GO:0009642" "response to light intensity" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "GNB5/PRPH2/KCNC1" 3
"GO:0010766" "GO:0010766" "negative regulation of sodium ion transport" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ATP1A2/NEDD4L/STK39" 3
"GO:0010889" "GO:0010889" "regulation of sequestering of triglyceride" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "LPL/PPARA/PLIN5" 3
"GO:0015697" "GO:0015697" "quaternary ammonium group transport" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "SLC7A6/SLC22A3/SLC22A5" 3
"GO:0016553" "GO:0016553" "base conversion or substitution editing" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "APOBEC3F/METTL3/APOBEC3D" 3
"GO:0032354" "GO:0032354" "response to follicle-stimulating hormone" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "TGFBR3/NOTCH1/EDNRA" 3
"GO:0032488" "GO:0032488" "Cdc42 protein signal transduction" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "NTN1/RHOBTB1/ABCA1" 3
"GO:0032908" "GO:0032908" "regulation of transforming growth factor beta1 production" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "CX3CL1/THBS1/GATA6" 3
"GO:0034333" "GO:0034333" "adherens junction assembly" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "TBCD/JAM3/PIP5K1C" 3
"GO:0035437" "GO:0035437" "maintenance of protein localization in endoplasmic reticulum" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "INSIG2/OS9/KDELR2" 3
"GO:0035672" "GO:0035672" "oligopeptide transmembrane transport" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ABCC1/CA2/ABCC4" 3
"GO:0038203" "GO:0038203" "TORC2 signaling" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "USP9X/DEPTOR/PINK1" 3
"GO:0042921" "GO:0042921" "glucocorticoid receptor signaling pathway" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "LMO3/PTGES3/NR3C1" 3
"GO:0042983" "GO:0042983" "amyloid precursor protein biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ITM2C/PAWR/BACE2" 3
"GO:0042984" "GO:0042984" "regulation of amyloid precursor protein biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ITM2C/PAWR/BACE2" 3
"GO:0043455" "GO:0043455" "regulation of secondary metabolic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "OPN3/TYRP1/WNT5A" 3
"GO:0043928" "GO:0043928" "exonucleolytic catabolism of deadenylated mRNA" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "EXOSC7/EXOSC8/CNOT7" 3
"GO:0045475" "GO:0045475" "locomotor rhythm" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "NAGLU/ID2/EGR1" 3
"GO:0046007" "GO:0046007" "negative regulation of activated T cell proliferation" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "CD274/LRRC32/LGALS9" 3
"GO:0048021" "GO:0048021" "regulation of melanin biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "OPN3/TYRP1/WNT5A" 3
"GO:0048070" "GO:0048070" "regulation of developmental pigmentation" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "KITLG/BCL2/SPNS2" 3
"GO:0048557" "GO:0048557" "embryonic digestive tract morphogenesis" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ID2/RBPMS2/SIX2" 3
"GO:0051000" "GO:0051000" "positive regulation of nitric-oxide synthase activity" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "SCARB1/NPR3/AKT1" 3
"GO:0051036" "GO:0051036" "regulation of endosome size" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "BLOC1S1/SNAPIN/RILP" 3
"GO:0051782" "GO:0051782" "negative regulation of cell division" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "SUSD2/E2F8/TXNIP" 3
"GO:0060009" "GO:0060009" "Sertoli cell development" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ATRX/SOX9/FLNA" 3
"GO:0060019" "GO:0060019" "radial glial cell differentiation" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "METTL14/METTL3/GPR157" 3
"GO:0060213" "GO:0060213" "positive regulation of nuclear-transcribed mRNA poly(A) tail shortening" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "PABPC1/POLR2G/CNOT7" 3
"GO:0060766" "GO:0060766" "negative regulation of androgen receptor signaling pathway" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "SFRP1/DAB2/HEYL" 3
"GO:0061635" "GO:0061635" "regulation of protein complex stability" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "PCM1/TBX3/TAPBP" 3
"GO:0071071" "GO:0071071" "regulation of phospholipid biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "PDGFB/FABP3/ACSL3" 3
"GO:0071340" "GO:0071340" "skeletal muscle acetylcholine-gated channel clustering" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "DVL1/FZD9/COLQ" 3
"GO:0071679" "GO:0071679" "commissural neuron axon guidance" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "VEGFA/NCAM1/DAG1" 3
"GO:0071732" "GO:0071732" "cellular response to nitric oxide" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "GUCY1B1/FOXO1/AIFM1" 3
"GO:0106074" "GO:0106074" "aminoacyl-tRNA metabolism involved in translational fidelity" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "IARS2/LARS1/AARSD1" 3
"GO:0120305" "GO:0120305" "regulation of pigmentation" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "KITLG/BCL2/SPNS2" 3
"GO:1900272" "GO:1900272" "negative regulation of long-term synaptic potentiation" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "FXR1/EPHA4/APP" 3
"GO:1900376" "GO:1900376" "regulation of secondary metabolite biosynthetic process" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "OPN3/TYRP1/WNT5A" 3
"GO:1905244" "GO:1905244" "regulation of modification of synaptic structure" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "EPHA4/EGLN1/TIAM1" 3
"GO:1905666" "GO:1905666" "regulation of protein localization to endosome" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "ROCK2/RDX/MSN" 3
"GO:2000105" "GO:2000105" "positive regulation of DNA-templated DNA replication" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "FGFR1/ATRX/E2F8" 3
"GO:2000402" "GO:2000402" "negative regulation of lymphocyte migration" "3/2329" "13/14382" 0.353721450082521 0.683661288240988 0.568938084307514 "IL27RA/RIPOR2/AKT1" 3
"GO:0050727" "GO:0050727" "regulation of inflammatory response" "54/2329" "316/14382" 0.354295084803023 0.683850186895324 0.569095284430403 "CX3CL1/TNFRSF1B/GRN/TNC/KARS1/HYAL2/RORA/MGLL/LGALS1/NFKBIA/ELF4/WFDC1/ABCC1/TGFB1/RPS19/SERPINE1/AHR/IL10RA/CD81/BCL6/WNT5A/FXR1/IL1R1/PARK7/LBP/LDLR/SELENOS/SYT11/ETS1/KLF4/TLR4/CCN3/APP/ARNT/DUSP10/NFKBIZ/PLA2G7/MFHAS1/IL15/SMAD3/CEBPB/IL16/STAT5B/LPL/SPHK1/METRNL/GPR4/CDH5/MACIR/PPARA/PLA2G2A/STK39/HLA-E/TMSB4X" 54
"GO:0016064" "GO:0016064" "immunoglobulin mediated immune response" "21/2329" "118/14382" 0.354463132505637 0.683850186895324 0.569095284430403 "CD74/IL4R/MSH2/CSF2RB/IL27RA/TGFB1/CD81/TCIRG1/BCL6/MSH6/PMS2/NECTIN2/SWAP70/NFKBIZ/PAXIP1/C1QC/STAT6/INPP5D/C1QA/HLA-E/C4A" 21
"GO:0050768" "GO:0050768" "negative regulation of neurogenesis" "22/2329" "124/14382" 0.355248742826104 0.683850186895324 0.569095284430403 "SEMA3F/IFRD1/SEMA3G/NTN1/SEMA3C/PCM1/NFATC4/WNT5A/GORASP1/PROX1/FGF13/LDLR/SEMA6D/PPP3CA/DUSP10/NOTCH1/THY1/TRIM11/SEMA4C/ID4/GATA2/SEMA4D" 22
"GO:0051225" "GO:0051225" "spindle assembly" "22/2329" "124/14382" 0.355248742826104 0.683850186895324 0.569095284430403 "SMC1A/CLASP1/MAPRE3/TUBB1/ARHGEF10/CCDC61/SMC3/STAG1/NEK6/GPSM2/TUBGCP6/NUMA1/PRICKLE1/RPS3/EML3/NEK7/CLASP2/SEPTIN1/CEP63/FLNA/CCDC69/CHMP1B" 22
"GO:0000423" "GO:0000423" "mitophagy" "11/2329" "59/14382" 0.355794571259266 0.683850186895324 0.569095284430403 "SREBF1/TIGAR/CTTN/STUB1/OGT/SLC25A4/PINK1/FZD5/HTT/RIMOC1/PHB2" 11
